,action_set,policy_type,direct_solution,iterative_solution,discount_factor,mean_time_direct,mean_time_iterative,time_difference,mean_accuracy_direct,mean_accuracy_iterative,accuracy_difference
33,slippery,optimal,"[0.00662673 0.00892718 0.02564847 0.00980677 0.01733146 0.
 0.08380189 0.         0.05603315 0.18524995 0.36112948 0.
 0.         0.43783712 1.39769963 0.        ]","[0.00662673 0.00892718 0.02564847 0.00980677 0.01733146 0.
 0.08380189 0.         0.05603315 0.18524995 0.36112948 0.
 0.         0.43783712 1.39769963 0.        ]",0.65,0.0003052866458892822,0.006440110206604004,0.006134823560714721,38.3125,38.0,0.3125
34,slippery,optimal,"[0.01245792 0.01510639 0.03717736 0.0162651  0.02847525 0.
 0.1070478  0.         0.0811036  0.23800802 0.42159891 0.
 0.         0.51733186 1.46179665 0.        ]","[0.01245792 0.01510639 0.03717736 0.0162651  0.02847525 0.
 0.1070478  0.         0.0811036  0.23800802 0.42159891 0.
 0.         0.51733186 1.46179665 0.        ]",0.7000000000000001,0.00024094104766845704,0.007912735939025878,0.007671794891357421,37.9375,37.875,0.0625
35,slippery,optimal,"[0.02363995 0.02606456 0.05455372 0.02727686 0.04727989 0.
 0.13759661 0.         0.11819973 0.30731929 0.4958327  0.
 0.         0.61524473 1.53841491 0.        ]","[0.02363995 0.02606456 0.05455372 0.02727686 0.04727989 0.
 0.13759661 0.         0.11819973 0.30731929 0.4958327  0.
 0.         0.61524473 1.53841491 0.        ]",0.75,0.00027706027030944825,0.008855845928192139,0.008578785657882691,37.125,36.9375,0.1875
36,slippery,optimal,"[0.04594751 0.04657361 0.08212991 0.04693138 0.08040815 0.
 0.17928364 0.         0.1751749  0.40132282 0.59018373 0.
 0.         0.73960194 1.63258252 0.        ]","[0.04594751 0.04657361 0.08212991 0.04693138 0.08040815 0.
 0.17928364 0.         0.1751749  0.40132282 0.59018373 0.
 0.         0.73960194 1.63258252 0.        ]",0.8,0.00038110971450805664,0.011144887208938598,0.010763777494430542,37.4375,36.75,0.6875
37,slippery,optimal,"[0.09346632 0.08819509 0.12961539 0.08474852 0.14294849 0.
 0.23965559 0.         0.26810927 0.53521025 0.71622788 0.
 0.         0.90464019 1.75299728 0.        ]","[0.09346632 0.08819509 0.12961539 0.08474852 0.14294849 0.
 0.23965559 0.         0.26810927 0.53521025 0.71622788 0.
 0.         0.90464019 1.75299728 0.        ]",0.8500000000000001,0.000345073938369751,0.014097777605056762,0.013752703666687011,36.75,36.875,0.125
38,slippery,optimal,"[2.06672715e-01 1.84243715e-01 2.23229286e-01 1.67421964e-01
 2.75563620e-01 3.70074342e-16 3.36624619e-01 0.00000000e+00
 4.36309064e-01 7.42490864e-01 8.98852778e-01 0.00000000e+00
 0.00000000e+00 1.13980770e+00 1.91706044e+00 0.00000000e+00]","[0.20667271 0.18424371 0.22322929 0.16742196 0.27556362 0.
 0.33662462 0.         0.43630906 0.74249086 0.89885278 0.
 0.         1.1398077  1.91706044 0.        ]",0.9,0.0003844606876373291,0.01969976782798767,0.019315307140350343,42.1875,36.5625,5.625
39,slippery,optimal,"[ 5.41414735e-01  4.64270168e-01  4.60431417e-01  3.97645315e-01
  6.26901272e-01 -1.22708861e-15  5.29292363e-01  0.00000000e+00
  8.11372221e-01  1.12395457e+00  1.21101815e+00  0.00000000e+00
  0.00000000e+00  1.52693986e+00  2.17102091e+00  0.00000000e+00]","[0.54141474 0.46427017 0.46043142 0.39764531 0.62690127 0.
 0.52929236 0.         0.81137222 1.12395457 1.21101815 0.
 0.         1.52693986 2.17102091 0.        ]",0.9500000000000001,0.0003266620635986328,0.032329674959182736,0.032003012895584104,41.0625,35.75,5.3125
40,default,stochastic,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20650644 0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20650644 0.        ]",0.0,0.0004382920265197754,0.00022195935249328614,0.00021633267402648923,3.3125,3.3125,0.0
41,default,stochastic,"[2.46623013e-11 2.01846148e-09 3.34618312e-07 3.16515298e-11
 1.34186455e-10 0.00000000e+00 2.79411479e-05 0.00000000e+00
 7.27810702e-07 5.68753040e-05 1.54756211e-03 0.00000000e+00
 0.00000000e+00 2.62208426e-03 1.43100382e-01 0.00000000e+00]","[2.46591856e-11 2.01845943e-09 3.34618310e-07 3.16515284e-11
 1.34186231e-10 0.00000000e+00 2.79411479e-05 0.00000000e+00
 7.27810698e-07 5.68753040e-05 1.54756211e-03 0.00000000e+00
 0.00000000e+00 2.62208426e-03 1.43100382e-01 0.00000000e+00]",0.05,0.0002934372425079346,0.0011339569091796875,0.0008405196666717528,47.5625,47.0625,0.5
42,default,stochastic,"[1.23602060e-10 2.14332448e-09 1.03406281e-07 2.16160557e-09
 1.90823562e-09 0.00000000e+00 2.59196681e-06 0.00000000e+00
 3.61499094e-07 9.56919204e-06 7.85867831e-05 0.00000000e+00
 0.00000000e+00 4.52563791e-04 2.90086810e-02 0.00000000e+00]","[1.23594255e-10 2.14332226e-09 1.03406280e-07 2.16160517e-09
 1.90823234e-09 0.00000000e+00 2.59196681e-06 0.00000000e+00
 3.61499089e-07 9.56919203e-06 7.85867831e-05 0.00000000e+00
 0.00000000e+00 4.52563791e-04 2.90086810e-02 0.00000000e+00]",0.1,0.0003519880771636963,0.001381450891494751,0.0010294628143310547,47.6875,47.625,0.0625
43,default,stochastic,"[5.69049645e-08 3.81707664e-07 5.25814772e-06 7.61934517e-08
 1.12382327e-06 0.00000000e+00 2.98176412e-04 0.00000000e+00
 2.12623940e-05 5.60105938e-04 1.13985183e-02 0.00000000e+00
 0.00000000e+00 3.58763390e-03 1.79686017e-01 0.00000000e+00]","[5.69049537e-08 3.81707663e-07 5.25814772e-06 7.61934514e-08
 1.12382327e-06 0.00000000e+00 2.98176412e-04 0.00000000e+00
 2.12623940e-05 5.60105938e-04 1.13985183e-02 0.00000000e+00
 0.00000000e+00 3.58763390e-03 1.79686017e-01 0.00000000e+00]",0.15000000000000002,0.0003066563606262207,0.0015669286251068116,0.0012602722644805909,44.9375,44.5625,0.375
44,default,stochastic,"[4.47572800e-07 7.73309733e-08 8.20270373e-07 2.97444315e-08
 4.66596696e-06 0.00000000e+00 6.51210723e-05 0.00000000e+00
 5.15699514e-05 7.03741756e-04 1.09372232e-03 0.00000000e+00
 0.00000000e+00 6.06207664e-03 9.26492358e-02 0.00000000e+00]","[4.47572763e-07 7.73309677e-08 8.20270372e-07 2.97444313e-08
 4.66596695e-06 0.00000000e+00 6.51210723e-05 0.00000000e+00
 5.15699514e-05 7.03741756e-04 1.09372232e-03 0.00000000e+00
 0.00000000e+00 6.06207664e-03 9.26492358e-02 0.00000000e+00]",0.2,0.00029090285301208496,0.0017266595363616944,0.0014357566833496094,44.9375,44.3125,0.625
45,default,stochastic,"[2.06985640e-07 1.44826772e-05 1.73289121e-04 4.08447046e-06
 1.27008645e-05 0.00000000e+00 2.81655937e-03 0.00000000e+00
 3.73480242e-04 6.30859460e-03 3.75520618e-02 0.00000000e+00
 0.00000000e+00 4.01822609e-02 4.63486392e-01 0.00000000e+00]","[2.06985561e-07 1.44826772e-05 1.73289121e-04 4.08447046e-06
 1.27008645e-05 0.00000000e+00 2.81655937e-03 0.00000000e+00
 3.73480242e-04 6.30859460e-03 3.75520618e-02 0.00000000e+00
 0.00000000e+00 4.01822609e-02 4.63486392e-01 0.00000000e+00]",0.25,0.0002889752388000488,0.002020525932312012,0.001731550693511963,43.1875,42.1875,1.0
46,default,stochastic,"[1.62253082e-06 8.04547231e-07 7.26229714e-06 5.86716817e-07
 1.06711277e-05 0.00000000e+00 7.47466937e-05 0.00000000e+00
 9.34057703e-05 9.73848753e-04 7.70625458e-04 0.00000000e+00
 0.00000000e+00 1.50438110e-02 1.20958033e-01 0.00000000e+00]","[1.62253079e-06 8.04547225e-07 7.26229714e-06 5.86716816e-07
 1.06711277e-05 0.00000000e+00 7.47466937e-05 0.00000000e+00
 9.34057703e-05 9.73848753e-04 7.70625458e-04 0.00000000e+00
 0.00000000e+00 1.50438110e-02 1.20958033e-01 0.00000000e+00]",0.30000000000000004,0.00031330585479736326,0.0021644580364227296,0.0018511521816253662,44.25,44.6875,0.4375
47,default,stochastic,"[7.79781780e-06 9.86741877e-05 9.25768861e-04 1.31706366e-04
 2.28611005e-05 0.00000000e+00 5.03929626e-03 0.00000000e+00
 2.63764730e-04 6.95755843e-03 3.19943006e-02 0.00000000e+00
 0.00000000e+00 3.78528746e-02 3.75186804e-01 0.00000000e+00]","[7.79781746e-06 9.86741876e-05 9.25768861e-04 1.31706366e-04
 2.28611004e-05 0.00000000e+00 5.03929626e-03 0.00000000e+00
 2.63764730e-04 6.95755843e-03 3.19943006e-02 0.00000000e+00
 0.00000000e+00 3.78528746e-02 3.75186804e-01 0.00000000e+00]",0.35000000000000003,0.000316007137298584,0.002492314577102661,0.002176307439804077,42.125,41.8125,0.3125
48,default,stochastic,"[7.15998004e-07 1.49928336e-05 3.31922358e-04 6.50781486e-05
 4.99792109e-06 0.00000000e+00 5.23272616e-03 0.00000000e+00
 2.53869779e-04 1.73979273e-03 3.89745929e-02 0.00000000e+00
 0.00000000e+00 2.47033865e-02 3.29907424e-01 0.00000000e+00]","[7.15997823e-07 1.49928336e-05 3.31922358e-04 6.50781486e-05
 4.99792106e-06 0.00000000e+00 5.23272616e-03 0.00000000e+00
 2.53869778e-04 1.73979273e-03 3.89745929e-02 0.00000000e+00
 0.00000000e+00 2.47033865e-02 3.29907424e-01 0.00000000e+00]",0.4,0.00029644250869750974,0.002758347988128662,0.0024619054794311522,42.6875,42.25,0.4375
49,default,stochastic,"[2.05907852e-06 9.23832481e-06 5.60784733e-05 1.19848801e-05
 5.75401417e-07 0.00000000e+00 4.91976126e-04 0.00000000e+00
 2.65848952e-07 3.11082741e-03 1.07843883e-02 0.00000000e+00
 0.00000000e+00 1.54331374e-02 2.03515310e-01 0.00000000e+00]","[2.05907844e-06 9.23832478e-06 5.60784733e-05 1.19848801e-05
 5.75401390e-07 0.00000000e+00 4.91976126e-04 0.00000000e+00
 2.65848946e-07 3.11082741e-03 1.07843883e-02 0.00000000e+00
 0.00000000e+00 1.54331374e-02 2.03515310e-01 0.00000000e+00]",0.45,0.00031952142715454103,0.003053450584411621,0.00273392915725708,43.375,43.9375,0.5625
50,default,stochastic,"[1.42591221e-04 4.10640596e-04 1.74460730e-03 1.44321508e-04
 2.96636268e-04 0.00000000e+00 8.46661290e-03 0.00000000e+00
 1.08602372e-03 5.34344902e-03 5.17946257e-02 0.00000000e+00
 0.00000000e+00 5.27653355e-03 3.21250914e-01 0.00000000e+00]","[1.42591221e-04 4.10640596e-04 1.74460730e-03 1.44321508e-04
 2.96636268e-04 0.00000000e+00 8.46661290e-03 0.00000000e+00
 1.08602372e-03 5.34344902e-03 5.17946257e-02 0.00000000e+00
 0.00000000e+00 5.27653355e-03 3.21250914e-01 0.00000000e+00]",0.5,0.00026925086975097655,0.003370840549468994,0.0031015896797180176,41.6875,41.1875,0.5
51,default,stochastic,"[2.78968851e-05 2.31638825e-04 1.95018427e-03 6.67257274e-04
 5.98023501e-05 0.00000000e+00 6.72107978e-03 0.00000000e+00
 3.32703917e-04 9.88410195e-03 3.92093955e-02 0.00000000e+00
 0.00000000e+00 2.73245677e-03 4.28039551e-01 0.00000000e+00]","[2.78968847e-05 2.31638824e-04 1.95018427e-03 6.67257274e-04
 5.98023500e-05 0.00000000e+00 6.72107978e-03 0.00000000e+00
 3.32703917e-04 9.88410195e-03 3.92093955e-02 0.00000000e+00
 0.00000000e+00 2.73245677e-03 4.28039551e-01 0.00000000e+00]",0.55,0.00026165366172790526,0.003806649446487427,0.0035449957847595217,42.0625,41.9375,0.125
52,default,stochastic,"[2.26232802e-04 5.42056174e-04 3.07013318e-03 5.99642882e-04
 4.33067525e-04 0.00000000e+00 5.95828170e-02 0.00000000e+00
 5.25819236e-03 2.01125192e-02 1.53975713e-01 0.00000000e+00
 0.00000000e+00 1.24880710e-01 6.44986949e-01 0.00000000e+00]","[2.26232802e-04 5.42056174e-04 3.07013318e-03 5.99642882e-04
 4.33067525e-04 0.00000000e+00 5.95828170e-02 0.00000000e+00
 5.25819236e-03 2.01125192e-02 1.53975713e-01 0.00000000e+00
 0.00000000e+00 1.24880710e-01 6.44986949e-01 0.00000000e+00]",0.6000000000000001,0.00032117247581481934,0.004201200008392334,0.003880027532577515,39.8125,40.125,0.3125
53,default,stochastic,"[3.70727601e-04 1.84291661e-04 8.29346738e-04 2.02163626e-04
 1.44783028e-03 0.00000000e+00 7.56884991e-03 0.00000000e+00
 1.09578981e-02 4.84843939e-02 3.31406854e-02 0.00000000e+00
 0.00000000e+00 1.55197730e-01 4.25491988e-01 0.00000000e+00]","[3.70727600e-04 1.84291661e-04 8.29346738e-04 2.02163626e-04
 1.44783027e-03 0.00000000e+00 7.56884991e-03 0.00000000e+00
 1.09578981e-02 4.84843939e-02 3.31406854e-02 0.00000000e+00
 0.00000000e+00 1.55197730e-01 4.25491988e-01 0.00000000e+00]",0.65,0.00028685092926025393,0.004673007726669311,0.004386156797409058,41.0,40.5,0.5
54,default,stochastic,"[2.94324173e-04 9.97306842e-05 8.12952292e-05 3.86818189e-05
 1.03772126e-03 0.00000000e+00 4.14250158e-04 0.00000000e+00
 3.45628200e-03 1.72477676e-02 3.47464044e-02 0.00000000e+00
 0.00000000e+00 5.59270486e-02 2.94935272e-01 0.00000000e+00]","[2.94324172e-04 9.97306838e-05 8.12952290e-05 3.86818188e-05
 1.03772126e-03 0.00000000e+00 4.14250158e-04 0.00000000e+00
 3.45628200e-03 1.72477676e-02 3.47464044e-02 0.00000000e+00
 0.00000000e+00 5.59270486e-02 2.94935272e-01 0.00000000e+00]",0.7000000000000001,0.00028957605361938475,0.005306963920593262,0.005017387866973877,41.9375,41.4375,0.5
55,default,stochastic,"[ 1.49492766e-03  2.68765772e-03  8.99518150e-03  3.15696708e-03
  2.86734470e-03 -7.96587729e-18  2.29424838e-02  0.00000000e+00
  1.10863217e-02  2.31143776e-02  8.39274051e-02  0.00000000e+00
  2.34160812e-17  7.60543719e-02  3.60617277e-01  0.00000000e+00]","[0.00149493 0.00268766 0.00899518 0.00315697 0.00286734 0.
 0.02294248 0.         0.01108632 0.02311438 0.08392741 0.
 0.         0.07605437 0.36061728 0.        ]",0.75,0.00028871774673461915,0.0059745657444000245,0.005685847997665405,51.375,39.5,11.875
56,default,stochastic,"[0.00606073 0.00324479 0.0175205  0.00354549 0.02732973 0.
 0.03694826 0.         0.05523455 0.12253797 0.20495863 0.
 0.         0.3451966  0.84345557 0.        ]","[0.00606073 0.00324479 0.0175205  0.00354549 0.02732973 0.
 0.03694826 0.         0.05523455 0.12253797 0.20495863 0.
 0.         0.3451966  0.84345557 0.        ]",0.8,0.0003337717056274414,0.0071553635597229005,0.006821591854095459,38.9375,38.5625,0.375
57,default,stochastic,"[2.77932497e-04 1.38326028e-04 1.32866297e-04 4.60360951e-05
 1.86932438e-03 3.98169203e-18 4.68987293e-04 1.00995719e-17
 7.05814316e-03 1.99723634e-02 1.14264327e-02 0.00000000e+00
 2.44213713e-17 7.24726306e-02 3.16371726e-01 0.00000000e+00]","[2.77932496e-04 1.38326027e-04 1.32866296e-04 4.60360950e-05
 1.86932438e-03 0.00000000e+00 4.68987293e-04 0.00000000e+00
 7.05814316e-03 1.99723634e-02 1.14264327e-02 0.00000000e+00
 0.00000000e+00 7.24726306e-02 3.16371726e-01 0.00000000e+00]",0.8500000000000001,0.00031282782554626465,0.008246513605117798,0.007933685779571533,58.9375,41.1875,17.75
58,default,stochastic,"[ 3.33984907e-03  4.87168260e-03  6.40103182e-03  3.35310556e-03
  2.59603003e-03  2.50749733e-16  8.78809973e-03  0.00000000e+00
  4.20163845e-03  3.40601138e-02  4.78846375e-02  0.00000000e+00
 -1.73837589e-16  1.68569574e-01  6.20260038e-01  0.00000000e+00]","[0.00333985 0.00487168 0.00640103 0.00335311 0.00259603 0.
 0.0087881  0.         0.00420164 0.03406011 0.04788464 0.
 0.         0.16856957 0.62026004 0.        ]",0.9,0.0002946794033050537,0.010182974338531494,0.00988829493522644,50.8125,39.0,11.8125
59,default,stochastic,"[ 1.98127739e-02  7.62654526e-03  2.01036196e-02  8.35085954e-03
  2.47887817e-02 -2.37511922e-16  4.58731634e-02  0.00000000e+00
  3.76490020e-02  1.33191147e-01  1.47697698e-01  0.00000000e+00
  3.33321710e-16  3.14736448e-01  4.56292896e-01  0.00000000e+00]","[0.01981277 0.00762655 0.02010362 0.00835086 0.02478878 0.
 0.04587316 0.         0.037649   0.13319115 0.1476977  0.
 0.         0.31473645 0.4562929  0.        ]",0.9500000000000001,0.0004379856586456299,0.012501786947250366,0.012063801288604736,49.875,38.9375,10.9375
60,slippery,stochastic,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.73016661 0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.73016661 0.        ]",0.0,0.00036378979682922364,0.00022413253784179688,0.00013965725898742675,3.3125,3.3125,0.0
61,slippery,stochastic,"[7.51449677e-10 1.42844773e-08 1.23699110e-06 1.34647828e-08
 3.63384000e-08 0.00000000e+00 1.19819984e-04 0.00000000e+00
 3.14400744e-06 1.94676179e-04 7.94195008e-03 0.00000000e+00
 0.00000000e+00 8.17633640e-03 6.71013163e-01 0.00000000e+00]","[7.51446962e-10 1.42844771e-08 1.23699110e-06 1.34647828e-08
 3.63383992e-08 0.00000000e+00 1.19819984e-04 0.00000000e+00
 3.14400744e-06 1.94676179e-04 7.94195008e-03 0.00000000e+00
 0.00000000e+00 8.17633640e-03 6.71013163e-01 0.00000000e+00]",0.05,0.00030504703521728516,0.0012792956829071045,0.0009742486476898194,45.75,46.0,0.25
62,slippery,stochastic,"[2.86746028e-08 2.57111737e-07 8.97526383e-06 2.56593466e-07
 7.63457008e-07 0.00000000e+00 3.60562266e-04 0.00000000e+00
 2.36872415e-05 9.09085987e-04 1.52570712e-02 0.00000000e+00
 0.00000000e+00 2.74979448e-02 8.04857803e-01 0.00000000e+00]","[2.86745467e-08 2.57111730e-07 8.97526382e-06 2.56593465e-07
 7.63456996e-07 0.00000000e+00 3.60562266e-04 0.00000000e+00
 2.36872415e-05 9.09085987e-04 1.52570712e-02 0.00000000e+00
 0.00000000e+00 2.74979448e-02 8.04857803e-01 0.00000000e+00]",0.1,0.00017547607421875,0.001584477424621582,0.001409001350402832,44.1875,44.125,0.0625
63,slippery,stochastic,"[1.97733676e-07 1.52338023e-06 6.47968095e-05 2.58224296e-06
 2.98441330e-06 0.00000000e+00 1.62733425e-03 0.00000000e+00
 7.66157710e-05 2.47134609e-03 3.68080429e-02 0.00000000e+00
 0.00000000e+00 2.92716631e-02 8.89682240e-01 0.00000000e+00]","[1.97733645e-07 1.52338022e-06 6.47968095e-05 2.58224296e-06
 2.98441329e-06 0.00000000e+00 1.62733425e-03 0.00000000e+00
 7.66157710e-05 2.47134609e-03 3.68080429e-02 0.00000000e+00
 0.00000000e+00 2.92716631e-02 8.89682240e-01 0.00000000e+00]",0.15000000000000002,0.00026901602745056153,0.0016678643226623535,0.001398848295211792,43.9375,43.5625,0.375
64,slippery,stochastic,"[7.35954199e-07 4.38142203e-06 8.40910864e-05 5.96752867e-06
 8.61262455e-06 0.00000000e+00 1.71151094e-03 0.00000000e+00
 1.78000976e-04 4.28737358e-03 2.73080571e-02 0.00000000e+00
 0.00000000e+00 4.84049368e-02 7.02070841e-01 0.00000000e+00]","[7.35954075e-07 4.38142201e-06 8.40910864e-05 5.96752867e-06
 8.61262453e-06 0.00000000e+00 1.71151094e-03 0.00000000e+00
 1.78000976e-04 4.28737358e-03 2.73080571e-02 0.00000000e+00
 0.00000000e+00 4.84049368e-02 7.02070841e-01 0.00000000e+00]",0.2,0.00023105621337890625,0.0019910216331481935,0.0017599654197692873,43.3125,42.4375,0.875
65,slippery,stochastic,"[3.82611851e-06 1.03408027e-05 1.17498616e-04 9.98117325e-06
 3.44911635e-05 0.00000000e+00 3.20363522e-03 0.00000000e+00
 4.17407040e-04 4.85710409e-03 4.08245017e-02 0.00000000e+00
 0.00000000e+00 4.91687123e-02 7.67301325e-01 0.00000000e+00]","[3.82611849e-06 1.03408027e-05 1.17498616e-04 9.98117325e-06
 3.44911635e-05 0.00000000e+00 3.20363522e-03 0.00000000e+00
 4.17407040e-04 4.85710409e-03 4.08245017e-02 0.00000000e+00
 0.00000000e+00 4.91687123e-02 7.67301325e-01 0.00000000e+00]",0.25,0.00027566313743591307,0.0021612930297851564,0.0018856298923492433,42.6875,42.375,0.3125
